1;18921
2;4926
1;6839
2;2475
1;28874
2;9055
1;5914
2;2101
1;15626
2;4817
1;7824
2;3184
1;1943
2;699
1;703
2;174
1;5612
2;1770
1;11320
2;4831
1;13075
2;4337
1;2558
2;1145
1;2157
2;643
1;663
2;152
1;1109
2;271
1;35735
2;13682
1;1743
2;382
1;300
2;80
1;467
2;343
1;367
2;186
1;362
2;216
1;397
2;190
1;380
2;230
1;499
2;232
1;882
2;255
1;4244
2;2327
1;226
2;134
1;835
2;208
1;178
2;128
1;205
2;90
1;165
2;142
1;496
2;297
1;728
2;400
1;411
2;249
1;339
2;246
1;3907
2;1180
1;127
2;118
1;668
2;444
1;379
2;364
1;30
2;14
1;306
2;166
1;419
2;403
1;879
2;409
1;491
2;259
1;592
2;313
1;606
2;308
1;328
2;178
1;280
2;208
1;208
2;150
1;796
2;226
1;3040
2;1154
1;8645
2;2663
1;139
2;50
1;1319
2;567
1;1813
2;721
1;1311
2;883
1;104
2;48
1;863
2;305
1;545
2;111
1;334
2;212
1;2362
2;877
1;402
2;331
1;188
2;46
1;323
2;213
1;2160
2;649
1;805
2;192
1;386
2;107
1;316
2;60
1;112
2;80
1;2251
2;605
1;146
2;68
1;2119
2;837
1;477
2;153
1;215
2;144
1;223
2;75
1;605
2;283
1;1331
2;248
1;1180
2;332
1;1007
2;387
1;914
2;231
1;18
2;25
1;430
2;120
1;1408
2;401
1;5279
2;1944
1;923
2;183
1;398
2;64
1;857
2;223
1;148
2;20
1;745
2;215
1;159
2;60
1;272
2;22
1;136
2;16
1;85
2;29
1;89
2;32
1;231
2;43
1;148
2;29
1;61
2;22
1;212
2;22
1;310
2;35
1;149
2;17
1;174
2;28
1;133
2;29
1;273
2;70
1;4938
2;824
1;118
2;18
1;879
2;196
1;396
2;91
1;436
2;87
1;130
2;13
1;317
2;71
1;212
2;37
1;627
2;194
1;311
2;33
1;303
2;53
1;91
2;14
1;60
2;13
1;276
2;47
1;192
2;37
1;323
2;61
1;553
2;138
1;68
2;10
1;575
2;164
1;162
2;29
1;130
2;37
1;98
2;28
1;276
2;61
1;102
2;18
1;154
2;17
1;217
2;59
1;176
2;17
1;584
2;78
1;224
2;28
1;380
2;90
1;146
2;42
1;377
2;39
1;147
2;15
1;62
2;14
1;66
2;8
1;210
2;50
1;277
2;46
1;96
2;13
1;3754
2;709
1;460
2;69
1;468
2;98
1;333
2;47
1;118
2;36
1;147
2;21
1;311
2;82
1;227
2;35
1;228
2;36
1;1101
2;308
1;107
2;21
1;192
2;37
1;481
2;76
1;301
2;55
1;464
2;62
1;204
2;259
1;251
2;65
1;331
2;38
1;333
2;231
1;402
2;80
1;47
2;12
1;3764
2;1378
1;189
2;138
1;673
2;220
1;87
2;108
1;144
2;54
1;777
2;208
1;303
2;83
1;386
2;124
1;212
2;19
1;131
2;52
1;666
2;173
1;353
2;70
1;489
2;453
1;108
2;112
1;343
2;277
1;2935
2;2350
1;1215
2;365
1;70
2;72
1;362
2;303
1;590
2;696
1;260
2;43
1;243
2;62
1;670
2;76
1;467
2;101
1;565
2;76
1;1174
2;238
1;285
2;178
1;243
2;273
1;293
2;39
1;121
2;128
1;550
2;293
1;71
2;49
1;167
2;196
1;148
2;184
1;485
2;368
1;159
2;149
1;118
2;41
1;101
2;78
1;424
2;607
1;71
2;128
1;354
2;195
1;513
2;332
1;99
2;107
1;337
2;147
1;81
2;96
1;7520
2;4033
1;194
2;142
1;112
2;91
1;198
2;130
1;189
2;252
1;71
2;55
1;74
2;94
1;288
2;225
1;450
2;381
1;198
2;177
1;232
2;170
1;1247
2;900
1;46
2;40
1;739
2;454
1;332
2;203
1;303
2;216
1;175
2;176
1;184
2;83
1;195
2;191
1;209
2;168
1;190
2;112
1;437
2;351
1;185
2;96
1;68
2;89
1;1577
2;531
1;229
2;133
1;580
2;229
1;139
2;64
1;113
2;105
1;154
2;121
1;167
2;157
1;229
2;168
1;70
2;58
1;140
2;71
1;97
2;79
1;357
2;233
1;4318
2;2562
1;219
2;133
1;167
2;156
1;373
2;228
1;241
2;156
1;763
2;641
1;228
2;245
1;467
2;368
1;138
2;114
1;1238
2;532
1;2576
2;1150
1;75
2;62
1;135
2;73
1;460
2;270
1;26
2;40
1;102
2;87
1;138
2;21
1;144
2;127
1;144
2;55
1;280
2;134
1;179
2;116
1;164
2;54
1;150
2;61
1;434
2;219
1;3960
2;1597
1;94
2;41
1;343
2;130
1;181
2;90
1;217
2;240
1;293
2;283
1;66
2;62
1;100
2;127
1;121
2;129
1;260
2;288
1;4062
2;3348
1;125
2;185
1;79
2;134
1;107
2;96
1;56
2;76
1;201
2;173
1;162
2;91
1;868
2;720
1;416
2;390
1;74
2;88
1;144
2;168
1;51
2;74
1;83
2;148
1;175
2;84
1;16
2;35
1;27
2;75
1;329
